station,phylum,class,order,family,taxa,rep.a,rep.b,rep.c,total,
BI-WS9,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,0,0,1,1,
BI-WS9,Mollusca,Bivalvia,Arcoida,Arcidae,Lunarca ovalis,0,0,1,1,
BI-WS9,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),2,0,0,2,
BI-WS8,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,3,3,0,6,
BI-WS9,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,0,0,2,2,
BS5,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,0,0,1,1,
GS-23,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,6,8,13,27,
BI-WS9,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbellidae (LPIL),1,0,0,1,
BI-WS9,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,2,0,0,2,
BI-WS9,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,0,1,1,
BI-WS9,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,1,2,
BI-WS9,Nemertea,,,,Nemertea (LPIL),2,1,1,4,
BS1,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,1,0,1,
BS1,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,0,1,1,
BS1,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),1,1,1,3,
BS1,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,3,0,3,6,
BS1,Arthropoda,Malacostraca,Decapoda,Processidae,Processa hemphilli,0,0,1,1,
BS1,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis bigelowi,0,0,1,1,
BS1,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,0,1,1,
BS1,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),2,3,0,5,
BS1,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,0,1,1,
BS1,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora trilineata,0,0,1,1,
GS-25,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,0,0,1,1,
GS-27,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,1,0,1,2,
BS1,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,3,2,5,
BS1,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Turbonilla portoricana,0,0,1,1,
BS1,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,1,0,1,
BS1,Nemertea,,,,Nemertea (LPIL),0,1,0,1,
BS1,Phoronida,,,Phoronidae,Phoronis (LPIL),0,1,0,1,
BS2,Annelida,Polychaeta,Amphinomida,Amphinomidae,Paramphinome sp. B,0,0,1,1,
BS2,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,1,0,1,
BS2,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,0,1,0,1,
BS2,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Fimbriosthenelais sp. A,0,1,0,1,
BS2,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,2,3,15,20,
BS2,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,0,1,1,
BS2,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidae (LPIL),0,0,1,1,
BS2,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),0,1,1,2,
BS2,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),2,1,0,3,
BS2,Mollusca,Bivalvia,,,Bivalvia (LPIL),0,0,1,1,
BS2,Mollusca,Gastropoda,Cephalaspidea,Scaphandridae,Acteocina canaliculata,0,1,0,1,
BS2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,2,2,
BS2,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Turbonilla portoricana,0,0,1,1,
BS2,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),1,0,1,2,
BS3,Annelida,Polychaeta,Amphinomida,Amphinomidae,Paramphinome sp. B,0,0,2,2,
BS3,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,0,1,1,
BS3,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,0,2,2,
BS3,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,7,7,12,26,
BS3,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,1,1,0,2,
BS3,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),1,0,0,1,
BS3,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),0,1,0,1,
BS3,Mollusca,Gastropoda,Neotaenioglossa,Epitoniidae,Epitonium (LPIL),1,0,0,1,
BS3,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,0,3,3,
BS3,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,0,0,1,
BS3,Platyhelminthes,,,,Platyhelminthes (LPIL),0,0,1,1,
BS4,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,1,0,2,
BS4,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesionidae (LPIL),0,1,0,1,
BS4,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,0,1,1,
BS4,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,5,11,2,18,
BS4,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria gouldi,0,1,0,1,
BS4,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,7,5,4,16,
BS4,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,1,1,2,
BS4,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),2,2,1,5,
BS4,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),0,1,0,1,
BS4,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,1,0,1,
BS4,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),1,0,0,1,
BS4,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,0,1,
BS4,Nemertea,,,,Nemertea (LPIL),0,1,1,2,
BS4,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,2,0,2,
BS5,Annelida,Polychaeta,Cossurida,Cossuridae,Cossura delta,0,0,1,1,
BS5,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,0,1,1,
BS5,Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus oculatus,0,1,0,1,
BS5,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,0,0,1,1,
BS5,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,5,5,7,17,
BS5,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),0,0,1,1,
BS5,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),2,1,0,3,
BS5,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,0,1,1,
GS-3,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,0,1,0,1,
GS-5,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,2,1,1,4,
BS5,Mollusca,Gastropoda,Cephalaspidea,Scaphandridae,Acteocina canaliculata,0,0,1,1,
BS5,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,1,3,4,
BS5,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,1,1,
BS5,Nemertea,,,,Nemertea (LPIL),1,1,0,2,
BS5,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,1,1,2,
BS6,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphidae (LPIL),1,0,0,1,
BS6,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,0,0,1,
BS6,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,1,1,1,3,
BS6,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,7,21,16,44,
BS6,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),0,1,0,1,
BS6,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,2,0,0,2,
BS6,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,0,1,1,
GS-2,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos robustus,0,1,0,1,
GS-2,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,1,1,0,2,
GS-2,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,2,2,4,
GS-2,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,1,0,0,1,
GS-2,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereididae (LPIL),1,1,0,2,
GS-2,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodocidae (LPIL),0,1,0,1,
GS-2,Annelida,Polychaeta,Scolecida,Capitellidae,Capitella capitata,1,0,0,1,
GS-2,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),3,6,2,11,
GS-2,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus ambiseta,0,1,0,1,
GS-2,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,1,4,3,8,
GS-2,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),1,0,0,1,
GS-2,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharetidae (LPIL),0,1,0,1,
GS-2,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,3,4,
GS-2,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis bigelowi,0,1,0,1,
GS-2,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),1,0,0,1,
GS-2,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,3,0,4,
GS-2,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,4,2,0,6,
BI-CC17,Mollusca,Bivalvia,Veneroida,Solenidae,Solen viridis,0,0,1,1,
BI-NDK5,Mollusca,Bivalvia,Veneroida,Solenidae,Solen viridis,1,0,0,1,
GS-2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
GS-2,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Eulimastoma (LPIL),4,1,0,5,
GS-2,Nemertea,,,,Nemertea (LPIL),1,0,0,1,
GS-20,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeidae (LPIL),1,0,0,1,
GS-20,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),35,21,40,96,
GS-20,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesionidae (LPIL),1,3,0,4,
GS-20,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce (LPIL),0,0,1,1,
GS-20,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,3,0,1,4,
GS-20,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora socialis,0,0,1,1,
GS-20,Annelida,Polychaeta,Spionida,Spionidae,Spio pettiboneae,0,1,1,2,
GS-20,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,1,0,1,2,
GS-20,Arthropoda,Malacostraca,Decapoda,Albuneidae,Lepidopa websteri,0,0,1,1,
GS-20,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),1,0,0,1,
GS-20,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,1,0,3,4,
GS-20,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,1,0,1,
GS-20,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),8,8,7,23,
GS-20,Echinodermata,Echinoidea,,,Echinoidea (LPIL),2,0,1,3,
GS-20,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,0,1,2,
BI-NDK2,Mollusca,Bivalvia,Veneroida,Mactridae,Spisula solidissima,0,1,0,1,
GS-20,Mollusca,Bivalvia,,,Bivalvia (LPIL),1,0,0,1,
GS-20,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),1,0,0,1,
GS-20,Nemertea,,,,Nemertea (LPIL),3,0,2,5,
GS-22,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),1,0,0,1,
GS-22,Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis longa,0,0,1,1,
GS-22,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,0,1,0,1,
GS-22,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,1,1,1,3,
GS-22,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce (LPIL),1,1,1,3,
GS-22,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),8,0,1,9,
GS-22,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,0,1,1,2,
GS-22,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,1,0,4,5,
GS-22,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Euceramus praelongus,0,1,0,1,
GS-22,Arthropoda,Malacostraca,Decapoda,Processidae,Processa hemphilli,0,0,1,1,
GS-22,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,0,1,1,
GS-22,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,1,0,1,
GS-22,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),4,3,3,10,
GS-22,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),2,4,1,7,
GS-22,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,1,1,0,2,
GS-20,Mollusca,Bivalvia,Veneroida,Mactridae,Spisula solidissima,0,0,2,2,
GS9,Mollusca,Bivalvia,Veneroida,Mactridae,Spisula solidissima,1,0,0,1,
GS-22,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
GS-22,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),1,0,0,1,
GS-22,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,0,1,
GS-22,Phoronida,,,Phoronidae,Phoronis (LPIL),0,1,1,2,
GS-23,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineridae (LPIL),0,3,3,6,
GS-23,Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis longa,1,1,0,2,
GS-23,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,0,3,3,6,
GS-23,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,1,1,2,
GS-23,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,5,5,8,18,
GS-23,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,1,0,1,
GS-23,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,0,1,1,
GS-23,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellidae (LPIL),1,0,0,1,
GS-23,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),1,1,4,6,
GS-23,Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus oculatus,0,0,1,1,
GS-23,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,2,4,2,8,
GS-23,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora caulleryi,0,0,3,3,
GS-23,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,7,7,4,18,
GS-23,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,2,1,3,
GS-23,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,9,3,8,20,
GS-23,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),3,9,9,21,
GS-23,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,1,5,2,8,
GS-23,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),10,1,15,26,
GS-23,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara floridana,0,1,1,2,
GS-23,Mollusca,Bivalvia,Arcoida,Arcidae,Lunarca ovalis,0,1,0,1,
GS-23,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana concentrica,0,0,1,1,
GS-23,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),0,1,0,1,
BI-DK13,Mollusca,Bivalvia,Veneroida,Tellinidae,Strigilla mirabilis,0,2,0,2,
BI-DK15,Mollusca,Bivalvia,Veneroida,Tellinidae,Strigilla mirabilis,0,0,1,1,
BI-DK9,Mollusca,Bivalvia,Veneroida,Tellinidae,Strigilla mirabilis,0,0,1,1,
BI-NDK2,Mollusca,Bivalvia,Veneroida,Tellinidae,Strigilla mirabilis,0,0,1,1,
GS-23,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,4,2,6,
GS-23,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Eulimastoma (LPIL),0,1,0,1,
GS-23,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),1,5,2,8,
GS-23,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,2,3,6,
GS-23,Nemertea,,,,Nemertea (LPIL),2,4,3,9,
GS-23,Phoronida,,,Phoronidae,Phoronis (LPIL),0,1,1,2,
GS-23,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,3,1,1,5,
GS-25,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineridae (LPIL),1,0,4,5,
GS-25,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe nigripes,1,0,0,1,
GS-25,Annelida,Polychaeta,Opheliida,Opheliidae,Armandia maculata,1,0,0,1,
GS-25,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,1,0,1,2,
GS-25,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,0,3,3,
GS-25,Annelida,Polychaeta,Phyllodocida,Hesionidae,Gyptis vittata,0,0,1,1,
GS-25,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,2,2,1,5,
GS-25,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra (LPIL),0,0,1,1,
GS-25,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,0,1,1,
GS-25,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus sp. A,0,1,0,1,
GS-25,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgreniella maccraryae,0,1,0,1,
GS-25,Annelida,Polychaeta,Scolecida,Maldanidae,Sabaco elongatus,0,0,2,2,
GS-25,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,0,1,0,1,
GS-25,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,2,1,0,3,
GS-25,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca vadorum,0,0,1,1,
GS-25,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,0,1,1,
GS-25,Arthropoda,Malacostraca,Decapoda,Callianassidae,Callianassidae (LPIL),1,0,0,1,
GS-25,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,5,5,4,14,
GS-25,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),7,6,9,22,
GS-25,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,9,2,4,15,
GS-25,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),8,27,8,43,
GS-25,Mollusca,Bivalvia,Arcoida,Arcidae,Lunarca ovalis,2,0,1,3,
GS-25,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),1,0,0,1,
BI-NDK3,Mollusca,Bivalvia,Veneroida,Tellinidae,Strigilla mirabilis,0,1,0,1,
BI-SDK1,Mollusca,Bivalvia,Veneroida,Tellinidae,Strigilla mirabilis,1,0,0,1,
BI-SDK4,Mollusca,Bivalvia,Veneroida,Tellinidae,Strigilla mirabilis,0,2,0,2,
BI-CC15,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,0,0,1,
BI-CC17,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,0,1,1,
GS-25,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,3,0,0,3,
GS-25,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Turbonilla portoricana,0,0,2,2,
GS-25,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,3,0,3,
GS-25,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,1,1,
GS-25,Nemertea,,,,Nemertea (LPIL),2,2,0,4,
GS-25,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,2,1,2,5,
GS-27,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,1,1,1,3,
GS-27,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,0,1,1,
GS-27,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,2,0,0,2,
GS-27,Annelida,Polychaeta,Scolecida,Capitellidae,Capitellidae (LPIL),1,0,1,2,
GS-27,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus ambiseta,3,6,8,17,
GS-27,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,1,2,0,3,
GS-27,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca vadorum,1,0,0,1,
GS-27,Arthropoda,Malacostraca,Amphipoda,Bateidae,Batea catharinensis,0,0,1,1,
GS-27,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,0,1,
GS-27,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Latreutes parvulus,0,0,2,2,
GS-27,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,0,0,1,1,
GS-27,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),0,2,0,2,
GS-27,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Euceramus praelongus,0,0,1,1,
GS-27,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenoceridae (LPIL),0,1,0,1,
GS-27,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae (LPIL),0,0,1,1,
GS-27,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis bigelowi,1,2,0,3,
GS-27,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,0,1,1,
GS-27,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),0,0,1,1,
GS-27,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),0,0,2,2,
GS-27,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,0,0,7,7,
GS-27,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara floridana,0,0,3,3,
GS-27,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),1,0,0,1,
BI-CC6,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),2,0,0,2,
BI-CC8,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),0,0,2,2,
BI-ES18,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),2,0,1,3,
BI-ES19,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),3,0,2,5,
BI-ES22,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,0,0,1,
GS-27,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Parvanachis obesa,0,0,2,2,
GS-27,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,3,3,1,7,
GS-27,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Eulimastoma (LPIL),0,0,1,1,
GS-27,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,0,1,
GS-27,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,3,1,1,5,
GS-28,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),0,1,1,2,
GS-28,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,0,1,0,1,
GS-28,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,0,0,1,
GS-28,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,1,1,2,
GS-28,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,0,1,2,3,
GS-28,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce (LPIL),1,1,0,2,
GS-28,Annelida,Polychaeta,Scolecida,Capitellidae,Capitellidae (LPIL),0,1,0,1,
GS-28,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),0,6,1,7,
GS-28,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus ambiseta,4,3,2,9,
GS-28,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,2,0,0,2,
GS-28,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,2,0,0,2,
GS-28,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Leptochela serratorbita,1,0,0,1,
GS-28,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,0,1,1,
GS-28,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis bigelowi,1,0,0,1,
GS-28,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),0,1,0,1,
GS-28,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),0,3,3,6,
BI-ES23,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,0,0,1,
BI-ES24,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellinidae (LPIL),1,0,0,1,
GS-28,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,2,7,9,
GS-28,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella mutica,0,1,1,2,
GS-28,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,1,0,0,1,
GS-28,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,1,0,2,
GS-28,Nemertea,,,,Nemertea (LPIL),3,0,1,4,
GS-28,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,0,1,1,
